iter	Passed	Remaining
180	318	1441
181	319	1435
182	320	1429
183	320	1422
184	321	1416
185	322	1410
186	323	1405
187	324	1401
188	325	1397
189	326	1392
190	327	1387
191	328	1382
192	329	1377
193	330	1373
194	331	1368
195	332	1364
196	333	1360
197	334	1354
198	335	1349
199	336	1344
200	337	1339
201	338	1335
202	339	1331
203	340	1327
204	341	1323
205	342	1318
206	343	1314
207	344	1310
208	345	1306
209	345	1301
210	346	1296
211	347	1292
212	348	1288
213	349	1283
214	350	1279
215	351	1275
216	352	1271
217	353	1269
218	354	1265
219	355	1260
220	356	1257
221	357	1253
222	358	1250
223	360	1247
224	360	1243
225	361	1239
226	362	1235
227	363	1231
228	364	1227
229	365	1223
230	366	1219
231	367	1216
232	368	1213
233	369	1210
234	370	1207
235	371	1203
236	372	1199
237	373	1197
238	374	1193
239	375	1190
240	376	1186
241	377	1182
242	378	1178
243	379	1174
244	380	1171
245	380	1167
246	381	1164
247	383	1162
248	384	1159
249	385	1155
250	386	1152
251	387	1148
252	387	1145
253	388	1142
254	389	1138
255	390	1134
256	391	1131
257	392	1127
258	392	1123
259	393	1120
260	394	1116
261	395	1112
262	396	1111
263	397	1109
264	398	1106
265	399	1103
266	400	1099
267	401	1096
268	402	1092
269	403	1089
270	403	1086
271	404	1083
272	405	1079
273	406	1076
274	407	1073
275	407	1070
276	408	1066
277	409	1063
278	410	1060
279	411	1058
280	412	1056
281	413	1053
282	414	1050
283	415	1047
284	416	1044
285	417	1041
286	418	1039
287	419	1036
288	420	1033
289	420	1030
290	421	1027
291	422	1024
292	423	1021
293	424	1018
294	424	1015
295	425	1012
296	426	1010
297	427	1007
298	428	1004
299	429	1001
300	430	998
301	431	996
302	431	993
303	432	991
304	433	988
305	434	985
306	435	982
307	436	980
308	437	977
309	438	974
310	438	972
311	439	969
312	440	967
313	441	964
314	442	961
315	442	958
316	443	956
317	444	954
318	445	951
319	446	949
320	447	947
321	448	944
322	449	941
323	450	939
324	450	936
325	451	933
326	452	931
327	453	928
328	453	925
329	454	923
330	455	921
331	456	918
332	457	915
333	458	913
334	458	910
335	459	908
336	460	906
337	461	903
338	462	901
339	463	898
340	463	896
341	464	894
342	465	891
343	466	889
344	467	886
345	467	884
346	469	882
347	469	880
348	470	878
349	471	876
350	472	874
351	473	871
352	474	870
353	475	868
354	476	866
355	477	864
356	478	862
357	479	859
358	480	857
359	481	855
360	481	852
361	482	850
362	483	847
363	483	845
364	484	843
365	485	841
366	486	839
367	487	837
368	488	835
369	489	833
370	490	831
371	491	829
372	492	827
373	492	825
374	493	822
375	494	820
376	495	818
377	496	816
378	497	814
379	497	812
380	498	810
381	499	808
382	500	806
383	501	804
384	502	802
385	503	800
386	504	798
387	505	797
388	506	795
389	507	793
390	507	791
391	508	788
392	509	786
393	510	784
394	511	782
395	511	780
396	512	778
397	513	776
398	514	774
399	515	772
400	516	770
401	516	768
402	517	767
403	518	765
404	519	763
405	520	762
406	521	760
407	522	758
408	523	756
409	524	754
410	525	752
411	526	750
412	526	748
413	527	747
414	528	745
415	529	743
416	530	742
417	531	740
418	532	738
419	533	736
420	534	734
421	535	733
422	536	731
423	537	729
424	537	727
425	538	725
426	539	723
427	540	721
428	540	720
429	541	718
430	542	716
431	543	714
432	544	712
433	545	711
434	546	709
435	546	707
436	547	705
437	548	703
438	549	702
439	550	700
440	551	698
441	552	697
442	552	695
443	553	693
444	554	691
445	555	689
446	556	688
447	557	686
448	558	684
449	559	683
450	559	681
451	560	679
452	561	677
453	562	676
454	563	674
455	564	672
456	564	671
457	565	669
458	566	667
459	567	665
460	567	664
461	568	662
462	569	660
463	570	658
464	570	656
465	572	655
466	573	654
467	574	652
468	575	651
469	575	649
470	576	647
471	577	646
472	578	644
473	579	642
474	579	640
475	580	638
476	581	637
477	582	635
478	582	633
479	583	632
480	584	630
481	585	628
482	585	627
483	586	625
484	587	624
485	588	622
486	589	620
487	590	619
488	590	617
489	591	615
490	592	614
491	593	612
492	594	611
493	595	609
494	595	607
495	596	606
496	597	604
497	597	602
498	598	601
499	599	599
500	600	597
501	601	596
502	602	595
503	603	593
504	603	591
505	604	590
506	605	588
507	606	587
508	607	585
509	608	584
510	608	582
511	609	580
512	610	579
513	611	577
514	611	576
515	612	574
516	613	573
517	614	571
518	615	570
519	616	568
520	617	567
521	617	565
522	618	564
523	619	562
524	620	561
525	621	560
526	622	558
527	623	557
528	624	555
529	625	554
530	625	552
531	626	551
532	627	549
533	628	548
534	628	546
535	629	544
536	630	543
537	631	542
538	632	540
539	633	539
540	634	538
541	635	536
542	636	535
543	637	534
544	638	533
545	639	531
546	640	530
547	641	529
548	642	528
549	643	526
550	644	525
551	645	523
552	646	522
553	647	521
554	648	520
555	649	518
556	650	517
557	651	516
558	652	514
559	653	513
560	654	512
561	655	510
562	656	509
563	657	507
564	657	506
565	658	504
566	659	503
567	660	502
568	661	501
569	662	500
570	663	498
571	665	497
572	666	496
573	667	495
574	668	493
575	669	492
576	670	491
577	671	489
578	671	488
579	672	487
580	673	485
581	674	484
582	675	483
583	677	482
584	678	481
585	679	479
586	680	478
587	681	477
588	682	476
589	683	475
590	684	473
591	685	472
592	686	470
593	686	469
594	687	468
595	688	466
596	689	465
597	691	464
598	692	463
599	693	462
600	693	460
601	694	459
602	695	457
603	696	456
604	697	455
605	698	454
606	699	452
607	700	451
608	700	449
609	701	448
610	702	447
611	703	445
612	704	444
613	706	443
614	707	442
615	708	441
616	709	440
617	710	439
618	711	438
619	713	437
620	714	435
621	715	434
622	716	433
623	717	432
624	718	431
625	719	430
626	720	428
627	721	427
628	722	426
629	723	425
630	724	423
631	725	422
632	726	421
633	727	419
634	728	418
635	728	417
636	729	415
637	730	414
638	731	413
639	732	412
640	733	410
641	734	409
642	735	408
643	736	407
644	737	405
645	738	404
646	739	403
647	740	402
648	741	400
649	741	399
650	742	398
651	743	396
652	744	395
653	745	394
654	746	393
655	747	391
656	748	390
657	749	389
658	750	388
659	751	386
660	752	385
661	753	384
662	754	383
663	755	382
664	755	380
665	756	379
666	757	378
667	758	377
668	759	375
669	760	374
670	761	373
671	762	372
672	763	370
673	764	369
674	765	368
675	766	367
676	767	366
677	768	364
678	769	363
679	769	362
680	770	361
681	771	359
682	772	358
683	773	357
684	774	356
685	775	354
686	776	353
687	777	352
688	778	351
689	779	350
690	780	348
691	780	347
692	781	346
693	782	345
694	783	344
695	784	342
696	785	341
697	786	340
698	787	338
699	787	337
700	788	336
701	789	335
702	790	333
703	791	332
704	792	331
705	793	330
706	794	329
707	795	327
708	796	326
709	796	325
710	797	324
711	798	323
712	799	321
713	800	320
714	801	319
715	802	318
716	803	317
717	804	315
718	804	314
719	805	313
720	806	312
721	807	310
722	808	309
723	809	308
724	810	307
725	811	306
726	812	305
727	813	303
728	814	302
729	815	301
730	815	300
731	816	299
732	817	297
733	818	296
734	819	295
735	820	294
736	821	293
737	822	292
738	823	290
739	824	289
740	825	288
741	826	287
742	827	286
743	828	285
744	829	283
745	830	282
746	831	281
747	832	280
748	833	279
749	833	277
750	834	276
751	836	275
752	837	274
753	838	273
754	839	272
755	839	271
756	840	269
757	841	268
758	842	267
759	843	266
760	844	265
761	845	264
762	846	262
763	846	261
764	847	260
765	848	259
766	849	257
767	849	256
768	850	255
769	851	254
770	852	253
771	853	252
772	854	250
773	854	249
774	855	248
775	856	247
776	857	246
777	858	244
778	858	243
779	859	242
780	860	241
781	861	240
782	861	238
783	862	237
784	863	236
785	864	235
786	864	234
787	865	232
788	866	231
789	867	230
790	868	229
791	869	228
792	869	227
793	870	225
794	871	224
795	872	223
796	873	222
797	874	221
798	875	220
799	875	218
800	876	217
801	877	216
802	877	215
803	878	214
804	879	213
805	880	211
806	881	210
807	882	209
808	883	208
809	884	207
810	885	206
811	886	205
812	887	204
813	888	203
814	889	201
815	890	200
816	891	199
817	891	198
818	892	197
819	893	196
820	894	194
821	895	193
822	896	192
823	897	191
824	898	190
825	899	189
826	901	188
827	902	187
828	903	186
829	904	185
830	905	184
831	905	182
832	906	181
833	907	180
834	908	179
835	911	178
836	912	177
837	914	176
838	915	175
839	916	174
840	917	173
841	918	172
842	919	171
843	920	170
844	921	168
845	922	167
846	923	166
847	924	165
848	925	164
849	926	163
850	927	162
851	928	161
852	929	160
853	929	158
854	930	157
855	931	156
856	932	155
857	933	154
858	934	153
859	935	152
860	936	151
861	937	150
862	937	148
863	938	147
864	939	146
865	940	145
866	941	144
867	942	143
868	943	142
869	944	141
870	944	139
871	945	138
872	946	137
873	947	136
874	948	135
875	949	134
876	950	133
877	950	132
878	951	131
879	952	129
880	953	128
881	954	127
882	955	126
883	956	125
884	957	124
885	958	123
886	959	122
887	960	121
888	961	120
889	962	118
890	963	117
891	964	116
892	965	115
893	965	114
894	966	113
895	967	112
896	968	111
897	969	110
898	969	108
899	970	107
900	971	106
901	972	105
902	973	104
903	973	103
904	975	102
905	975	101
906	976	100
907	977	99
908	978	97
909	978	96
910	979	95
911	980	94
912	981	93
913	981	92
914	982	91
915	983	90
916	984	89
917	985	88
918	986	86
919	987	85
920	987	84
921	988	83
922	989	82
923	990	81
924	991	80
925	992	79
926	992	78
927	993	77
928	994	76
929	995	74
930	996	73
931	997	72
932	997	71
933	998	70
934	999	69
935	1000	68
936	1001	67
937	1002	66
938	1003	65
939	1004	64
940	1005	63
941	1005	61
942	1006	60
943	1007	59
944	1008	58
945	1009	57
946	1010	56
947	1010	55
948	1011	54
949	1012	53
950	1013	52
951	1014	51
952	1015	50
953	1016	48
954	1017	47
955	1018	46
956	1018	45
957	1019	44
958	1020	43
959	1021	42
960	1022	41
961	1023	40
962	1025	39
963	1026	38
964	1027	37
965	1029	36
966	1030	35
967	1031	34
968	1032	33
969	1034	31
970	1034	30
971	1035	29
972	1036	28
973	1037	27
974	1038	26
975	1039	25
976	1040	24
977	1041	23
978	1041	22
979	1042	21
980	1044	20
981	1045	19
982	1046	18
983	1047	17
984	1048	15
985	1049	14
986	1050	13
987	1051	12
988	1052	11
989	1052	10
990	1053	9
991	1054	8
992	1055	7
993	1055	6
994	1056	5
995	1057	4
996	1058	3
997	1059	2
998	1060	1
999	1061	0
